tiempo
231,51230812072757
149,35325074195862
154,69550251960754
178,6693480014801
250,5164499282837
271,67541241645813
169,37864875793457
263,1893789768219
194,61091804504397
206,7392354011536
181,95973134040835
175,4221203327179
290,9065661430359
110,75356364250185
146,5754165649414
277,86617636680603
266,9969892501831
228,53232836723328
226,67496418952945
195,70262360572812
183,2445683479309
212,3500039577484
119,18438577651978
200,18367648124692
189,7500603199005
154,01540994644165
180,74509048461917
2734,1497056484222
0,3722512722015381
0,3438270092010498
0,357475996017456
0,3378300666809082
0,3432357311248779
8440,278049468994
0,4067130088806152
0,3361802101135254
0,317777156829834
0,3294615745544433
0,3228726387023926
0,3294770717620849
0,3266868591308594
0,3467895984649658
0,3620538711547851
0,3257131576538086
0,3330943584442138
0,330669641494751
0,328371524810791
0,3362040519714355
0,3323194980621338
0,3401715755462646
0,3482534885406494
0,3350603580474853
0,3396823406219482
0,3307056427001953
0,3273661136627197
0,340172529220581
0,3536810874938965
0,336467981338501
0,3320579528808594
0,3317151069641113
0,3345105648040771
0,3380374908447265
0,328338623046875
0,3277397155761719
0,3302791118621826
0,3344449996948242
0,3240900039672851
0,3359780311584472
0,3164968490600586
0,3233809471130371
